timestamp,src_ip,dst_ip,process_name,file_hash,signature_status,outbound_conn_5min,dns_query,log_line,jndi_present,entropy,label
2025-11-28T06:19:56.064347,192.168.1.200,tukaani.org,gcc,xz_backdoor_2024_hash,Unsigned,11,ssh.backdoor.xz,Modified liblzma loaded into sshd,0,7.92,xz_utils_attack
2025-11-28T06:19:56.064379,192.168.1.200,tukaani.org,gcc,xz_backdoor_2024_hash,Unsigned,20,ssh.backdoor.xz,Modified liblzma loaded into sshd,0,7.92,xz_utils_attack
2025-11-28T06:19:56.064387,192.168.1.200,tukaani.org,gcc,xz_backdoor_2024_hash,Unsigned,20,ssh.backdoor.xz,Modified liblzma loaded into sshd,0,7.92,xz_utils_attack
2025-11-28T06:19:56.064393,192.168.1.200,tukaani.org,gcc,xz_backdoor_2024_hash,Unsigned,10,ssh.backdoor.xz,Modified liblzma loaded into sshd,0,7.92,xz_utils_attack
2025-11-28T06:19:56.064398,192.168.1.200,tukaani.org,gcc,xz_backdoor_2024_hash,Unsigned,9,ssh.backdoor.xz,Modified liblzma loaded into sshd,0,7.92,xz_utils_attack
2025-11-28T06:19:56.064404,192.168.1.200,tukaani.org,gcc,xz_backdoor_2024_hash,Unsigned,7,ssh.backdoor.xz,Modified liblzma loaded into sshd,0,7.92,xz_utils_attack
2025-11-28T06:19:56.064410,192.168.1.200,tukaani.org,gcc,xz_backdoor_2024_hash,Unsigned,16,ssh.backdoor.xz,Modified liblzma loaded into sshd,0,7.92,xz_utils_attack
2025-11-28T06:19:56.064415,192.168.1.200,tukaani.org,gcc,xz_backdoor_2024_hash,Unsigned,8,ssh.backdoor.xz,Modified liblzma loaded into sshd,0,7.92,xz_utils_attack
2025-11-28T06:19:56.064421,192.168.1.200,tukaani.org,gcc,xz_backdoor_2024_hash,Unsigned,17,ssh.backdoor.xz,Modified liblzma loaded into sshd,0,7.92,xz_utils_attack
2025-11-28T06:19:56.064426,192.168.1.200,tukaani.org,gcc,xz_backdoor_2024_hash,Unsigned,7,ssh.backdoor.xz,Modified liblzma loaded into sshd,0,7.92,xz_utils_attack
2025-11-28T06:19:56.064432,192.168.1.200,tukaani.org,gcc,xz_backdoor_2024_hash,Unsigned,7,ssh.backdoor.xz,Modified liblzma loaded into sshd,0,7.92,xz_utils_attack
2025-11-28T06:19:56.064438,192.168.1.200,tukaani.org,gcc,xz_backdoor_2024_hash,Unsigned,17,ssh.backdoor.xz,Modified liblzma loaded into sshd,0,7.92,xz_utils_attack
2025-11-28T06:19:56.064443,192.168.1.200,tukaani.org,gcc,xz_backdoor_2024_hash,Unsigned,9,ssh.backdoor.xz,Modified liblzma loaded into sshd,0,7.92,xz_utils_attack
2025-11-28T06:19:56.064449,192.168.1.200,tukaani.org,gcc,xz_backdoor_2024_hash,Unsigned,6,ssh.backdoor.xz,Modified liblzma loaded into sshd,0,7.92,xz_utils_attack
